Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,source,Outlet_Years,Item_Visible_Avg,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,New_Item_Type_1,New_Item_Type_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDC16,11.5,0.020601791,Dairy,86.054,OUT049,1999,1038.648,train,10,1.1434172417394681,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCH42,12.792854228644991,0.036360386,Household,231.601,OUT027,1985,7580.133,train,24,0.8704928672305936,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDD46,12.792854228644991,0.140571971,Snack Foods,154.7998,OUT027,1985,3383.5956,train,24,0.8704928772471618,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDT25,7.5,0.05074138,Canned,123.2072,OUT035,2004,1837.608,train,5,0.8745633855874708,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR34,17.0,0.015997687,Snack Foods,229.1352,OUT045,2002,4580.704,train,7,0.9241603689350261,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ10,12.792854228644991,0.033018559,Snack Foods,170.4422,OUT027,1985,5000.8238,train,24,0.9178236823786987,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
DRI03,6.03,0.022703693,Dairy,177.9028,OUT046,1997,4781.7756,train,12,1.059838173537282,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB58,12.792854228644991,0.013431109,Snack Foods,143.7154,OUT027,1985,4821.7236,train,24,0.8704928783877588,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDQ03,15.0,0.0,Meat,235.6248,OUT049,1999,1896.1984,train,10,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD27,18.75,0.023876985,Dairy,97.4042,OUT049,1999,2281.6966,train,10,1.1621523076638698,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK33,17.85,0.011281018,Snack Foods,213.756,OUT018,2009,3408.896,train,1,0.8782920884336343,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
DRL23,18.35,0.015328106,Hard Drinks,107.5938,OUT049,1999,1822.2946,train,10,0.9237238460843733,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW32,18.35,0.094488071,Fruits and Vegetables,87.1882,OUT045,2002,515.3292,train,7,0.8765027634291906,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL05,19.6,0.047897663,Health and Hygiene,44.677,OUT046,1997,173.108,train,12,1.1605809283073159,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
DRB01,12.792854228644991,0.081841136,Soft Drinks,190.053,OUT027,1985,569.259,train,24,1.0264009800312754,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
NCL06,14.65,0.072212787,Household,260.9594,OUT045,2002,2878.2534,train,7,0.9315179224754941,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FDH10,21.0,0.049505857,Snack Foods,195.3478,OUT018,2009,1162.4868,train,1,0.8782920619290266,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
NCO14,9.6,0.02981155,Household,45.2086,OUT017,2007,669.129,train,2,0.8796766090951655,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDV03,17.6,0.058181585,Meat,154.4314,OUT049,1999,2326.971,train,10,0.93107793633003,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW52,14.0,0.037734782,Frozen Foods,166.4526,OUT017,2007,4769.1254,train,2,1.0047208841435105,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ30,6.59,0.0,Household,119.1098,OUT017,2007,964.0784,train,2,0.0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDY35,17.6,0.026827052,Breads,47.8402,OUT010,1998,91.8804,train,11,1.4641166508871613,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDN31,11.5,0.072881535,Fruits and Vegetables,191.353,OUT046,1997,2277.036,train,12,0.92963260000365,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX31,20.35,0.014822802,Fruits and Vegetables,234.0958,OUT035,2004,2570.6538,train,5,1.1519599652543777,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCJ05,18.7,0.046159928,Health and Hygiene,152.3682,OUT049,1999,1677.1502,train,10,1.0006230356750552,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
FDN56,5.46,0.107662745,Fruits and Vegetables,143.8786,OUT017,2007,4334.358,train,2,0.8796766112767672,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ04,9.31,0.038014104,Frozen Foods,62.351,OUT049,1999,822.263,train,10,0.9310779341144979,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ44,12.3,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004,1569.9564,train,5,0.9294568223681552,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI08,18.2,0.066672058,Fruits and Vegetables,248.1092,OUT017,2007,4233.1564,train,2,1.0047208933801273,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB59,18.25,0.015341139,Snack Foods,200.0084,OUT018,2009,1984.084,train,1,1.040841186008596,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDY15,18.25,0.171174491,Dairy,156.463,OUT045,2002,938.778,train,7,0.9241603459617913,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ18,12.792854228644991,0.325780807,Household,252.7698,OUT019,1985,761.0094,train,24,1.8003477826946963,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRO47,10.195,0.112859454,Hard Drinks,114.486,OUT017,2007,2490.092,train,2,1.0425818886631335,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW21,5.34,0.005962753,Snack Foods,102.4358,OUT035,2004,2010.716,train,5,1.1237408982158106,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ14,12.792854228644991,0.047358246,Dairy,123.1756,OUT027,1985,3998.7948,train,24,0.9178236955074648,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDM09,11.15,0.086105815,Snack Foods,167.879,OUT045,2002,2886.243,train,7,0.8765027606002672,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK43,9.8,0.026882496,Meat,126.302,OUT049,1999,3036.048,train,10,0.9237238221419468,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE45,12.1,0.040521714,Fruits and Vegetables,178.5002,OUT018,2009,5552.1062,train,1,0.9624658060600658,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDR35,12.792854228644991,0.020597493,Breads,200.0742,OUT027,1985,8958.339,train,24,0.9942317103825576,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDT58,12.792854228644991,0.085538477,Snack Foods,169.2816,OUT027,1985,3523.4136,train,24,0.9251308182254223,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDS57,15.5,0.0,Snack Foods,141.547,OUT017,2007,3006.087,train,2,0.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF10,15.5,0.0,Snack Foods,147.2418,OUT018,2009,1324.2762,train,1,0.0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDP03,5.15,0.10239789,Meat,122.1388,OUT010,1998,495.3552,train,11,1.605334162513875,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDT04,17.25,0.0,Frozen Foods,37.5822,OUT010,1998,196.411,train,11,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCW53,18.35,0.0304697,Health and Hygiene,191.3162,OUT013,1987,1346.9134,train,22,0.9215224085856261,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDA39,6.32,0.021287234,Meat,38.5822,OUT010,1998,78.5644,train,11,1.9280169336118524,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCH29,5.51,0.034467286,Health and Hygiene,96.7726,OUT035,2004,2642.5602,train,5,1.0278781319748744,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
FDU02,13.35,0.1027194,Dairy,228.8352,OUT045,2002,5267.8096,train,7,0.9241603429720138,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN13,12.792854228644991,0.266234421,Breakfast,98.5358,OUT019,1985,402.1432,train,24,1.61481058849911,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDX56,12.792854228644991,0.129668578,Fruits and Vegetables,206.8638,OUT019,1985,207.0638,train,24,1.7995044987057285,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDT11,12.792854228644991,0.02923013,Breads,189.4556,OUT027,1985,3567.3564,train,24,0.870492877516303,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCC18,12.792854228644991,0.176411579,Household,173.2422,OUT027,1985,2069.3064,train,24,0.9538603587612158,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDA32,14.0,0.050371508,Fruits and Vegetables,214.7192,OUT010,1998,862.8768,train,11,1.6053341518369584,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDU39,18.85,0.036184755,Meat,58.5562,OUT018,2009,770.3306,train,1,1.0031395347362426,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDV27,12.792854228644991,0.070017381,Meat,89.3514,OUT019,1985,177.1028,train,24,1.4859160260509796,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCW53,18.35,0.030556922,Health and Hygiene,190.6162,OUT045,2002,3271.0754,train,7,0.9241603415984767,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
NCZ42,10.5,0.011278535,Household,237.0248,OUT013,1987,5451.5704,train,22,1.023913742872503,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDO46,9.6,0.0,Snack Foods,191.0872,OUT017,2007,4349.0056,train,2,0.0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ57,12.792854228644991,0.027812304,Snack Foods,147.476,OUT027,1985,3368.948,train,24,1.1551456993202012,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDZ36,6.035,0.066051758,Baking Goods,187.724,OUT018,2009,2050.664,train,1,0.96203667212987,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDK38,6.65,0.053506996,Canned,150.0734,OUT018,2009,3563.3616,train,1,1.0371328094900278,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU51,12.792854228644991,0.096046304,Meat,178.7028,OUT027,1985,4604.6728,train,24,0.9942317111928747,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDS14,7.285,0.049922304,Dairy,156.9288,OUT013,1987,1571.288,train,22,1.0274027483771975,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ40,11.1,0.036083537,Frozen Foods,175.4712,OUT049,1999,2988.1104,train,10,0.8760887586223611,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE20,11.35,0.005539114,Fruits and Vegetables,167.879,OUT049,1999,4074.696,train,10,1.0006230055186232,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH58,12.3,0.036939673,Snack Foods,113.1834,OUT046,1997,3109.9518,train,12,1.1659739939143268,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK53,11.6,0.037793818,Health and Hygiene,99.3042,OUT017,2007,2281.6966,train,2,0.9635532334939947,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDJ44,12.3,0.106928681,Fruits and Vegetables,173.7396,OUT017,2007,3663.2316,train,2,0.9348909814800044,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDN22,18.85,0.138585859,Snack Foods,252.4724,OUT045,2002,3271.7412,train,7,1.1431675724506365,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH56,9.8,0.06407717,Fruits and Vegetables,116.7492,OUT018,2009,1621.8888,train,1,0.8782920635047956,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDK48,7.445,0.037708542,Baking Goods,74.7354,OUT045,2002,1128.531,train,7,1.1739342482849846,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ40,11.1,0.036020711,Frozen Foods,177.2712,OUT035,2004,2109.2544,train,5,0.8745633773286923,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH10,21.0,0.049295686,Snack Foods,194.4478,OUT035,2004,968.739,train,5,0.8745633814832425,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM21,20.2,0.06449461,Snack Foods,259.2646,OUT045,2002,3091.9752,train,7,0.924160342619471,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX12,18.2,0.026117345,Baking Goods,239.2196,OUT045,2002,3133.2548,train,7,1.1741718836491775,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM51,11.8,0.025904648,Meat,102.4674,OUT013,1987,2037.348,train,22,1.023913805183627,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDG09,20.6,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998,563.2668,train,11,1.464116665604192,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DRD37,9.8,0.013830218,Soft Drinks,45.306,OUT013,1987,1304.968,train,22,1.0358324643834285,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN21,18.6,0.076855628,Snack Foods,161.0236,OUT046,1997,483.3708,train,12,1.0247665743355372,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ06,13.0,0.041824524,Household,256.7014,OUT046,1997,2805.0154,train,12,0.9222899227877068,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
FDV52,20.7,0.12152072,Frozen Foods,118.0466,OUT046,1997,1060.6194,train,12,0.9585610268091578,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC10,9.8,0.073289899,Snack Foods,120.8098,OUT017,2007,1325.6078,train,2,0.879676613195482,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX51,9.5,0.022054553,Meat,195.4452,OUT035,2004,4502.1396,train,5,0.9294568264465592,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD54,21.1,0.029054046,Household,144.6786,OUT049,1999,2889.572,train,10,0.9237238448840762,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCK18,12.792854228644991,0.006665667,Household,164.1184,OUT027,1985,3797.7232,train,24,1.0552792411374792,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDZ01,8.975,0.009057132,Canned,104.099,OUT035,2004,2476.776,train,5,0.8626859612645646,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT48,4.92,0.045955031,Baking Goods,199.1084,OUT046,1997,2182.4924,train,12,1.3305656351436153,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB40,17.5,0.007551607,Dairy,145.8102,OUT049,1999,1895.5326,train,10,0.9228711708309139,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
NCC07,12.792854228644991,0.023835164,Household,103.3964,OUT027,1985,3050.6956,train,24,0.8704928665654751,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDT52,9.695,0.047503318,Frozen Foods,244.6144,OUT049,1999,3185.1872,train,10,0.9237238296258875,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK09,12.792854228644991,0.160665697,Snack Foods,227.5352,OUT019,1985,916.1408,train,24,1.531537196295342,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCQ30,7.725,0.048661041,Household,123.7414,OUT010,1998,121.8414,train,11,1.4641166716797902,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FDZ60,12.792854228644991,0.208987123,Baking Goods,106.0596,OUT019,1985,215.7192,train,24,1.6003091390480193,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NCK18,9.6,0.006692529,Household,164.9184,OUT013,1987,2972.1312,train,22,1.059531915472311,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDV11,9.1,0.136695145,Breads,173.4054,OUT010,1998,875.527,train,11,1.7437144685925847,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FDR25,17.0,0.140311123,Canned,265.6884,OUT017,2007,2649.884,train,2,1.0047208919104713,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB26,14.0,0.031330907,Canned,52.364,OUT045,2002,745.696,train,7,1.0010958934792593,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
DRD01,12.1,0.061521569,Soft Drinks,55.8614,OUT017,2007,1436.7964,train,2,0.9275067670938841,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG32,19.85,0.176991029,Fruits and Vegetables,221.5772,OUT017,2007,3558.0352,train,2,0.9275067666067104,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY49,17.2,0.0120098,Canned,163.1184,OUT035,2004,2807.0128,train,5,0.9221155397508797,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD26,8.71,0.072141818,Canned,183.3924,OUT035,2004,2776.386,train,5,0.8630253717987647,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC22,6.89,0.136984147,Snack Foods,192.682,OUT018,2009,2703.148,train,1,0.9626267135969876,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
DRD27,18.75,0.0,Dairy,97.9042,OUT045,2002,1686.4714,train,7,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA44,12.792854228644991,0.052964982,Fruits and Vegetables,57.793,OUT027,1985,1754.383,train,24,0.9251308128446601,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDW01,14.5,0.0,Canned,154.4682,OUT013,1987,1524.682,train,22,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV32,12.792854228644991,0.155316936,Fruits and Vegetables,64.151,OUT019,1985,316.255,train,24,1.6148105861195678,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
FDK32,12.792854228644991,0.048738407,Fruits and Vegetables,152.8682,OUT027,1985,5031.4506,train,24,1.0268813520015396,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
NCA05,20.75,0.0,Health and Hygiene,149.4734,OUT013,1987,2969.468,train,22,0.0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDR10,17.6,0.010031539,Snack Foods,161.5552,OUT013,1987,1787.0072,train,22,0.9288589898490578,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL22,16.85,0.036383293,Snack Foods,91.0488,OUT035,2004,1086.5856,train,5,0.9221155141538199,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD10,20.6,0.0,Snack Foods,178.1344,OUT035,2004,3568.688,train,5,0.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW25,5.175,0.03736783,Canned,86.9224,OUT013,1987,255.6672,train,22,0.9288589804074138,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR47,17.85,0.087604647,Breads,196.9794,OUT049,1999,1560.6352,train,10,1.0263598146073543,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF27,8.93,0.028461453,Dairy,152.234,OUT049,1999,5053.422,train,10,0.9237238204614034,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ48,12.792854228644991,0.034244601,Baking Goods,97.2726,OUT027,1985,1957.452,train,24,1.1363659745016927,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDS37,7.655,0.031938828,Canned,114.1492,OUT035,2004,1158.492,train,5,0.9294568307948179,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCI18,18.35,0.014024028,Household,224.5746,OUT046,1997,2692.4952,train,12,0.9990697410499787,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
NCJ42,12.792854228644991,0.014232071,Household,100.9332,OUT027,1985,1743.0644,train,24,0.9091553037859228,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
FDY48,14.0,0.023730384,Baking Goods,104.3332,OUT035,2004,1435.4648,train,5,0.9221155240724689,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
FDB39,11.6,0.038578846,Dairy,56.1272,OUT049,1999,671.1264,train,10,0.9237238290572302,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DRI37,15.85,0.108036187,Soft Drinks,57.3904,OUT018,2009,703.0848,train,1,0.9334195295612076,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB58,10.5,0.013572808,Snack Foods,143.2154,OUT017,2007,1559.9694,train,2,0.8796766301073426,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV12,16.7,0.06082402,Baking Goods,98.7384,OUT013,1987,1773.6912,train,22,0.9579234665294787,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
NCU06,17.6,0.074345142,Household,230.901,OUT013,1987,4364.319,train,22,0.9132468819068473,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
FDU34,18.25,0.075501241,Snack Foods,123.1046,OUT018,2009,249.0092,train,1,1.003139535983711,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDP31,21.1,0.16216286,Fruits and Vegetables,62.2168,OUT018,2009,383.5008,train,1,1.0031395344431482,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
FDV11,9.1,0.081652352,Breads,177.0054,OUT035,2004,2101.2648,train,5,1.0415760382493078,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
NCY06,15.25,0.061434045,Household,130.9968,OUT018,2009,2348.9424,train,1,0.9334195323089518,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCV41,14.35,0.017073332,Health and Hygiene,109.5228,OUT045,2002,1657.842,train,7,0.8765027619208257,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
FDQ52,12.792854228644991,0.118806857,Frozen Foods,248.8434,OUT027,1985,6705.2718,train,24,0.9251308207820326,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDM38,5.885,0.092694107,Canned,53.6982,OUT013,1987,1525.3478,train,22,0.9982383513345999,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA14,16.1,0.065183228,Dairy,148.076,OUT046,1997,1464.76,train,12,1.0280725201722603,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB23,12.792854228644991,0.005561538,Starchy Foods,224.0062,OUT027,1985,3837.0054,train,24,0.9541218657915603,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
DRH49,19.7,0.024635077,Soft Drinks,84.1592,OUT013,1987,1073.2696,train,22,1.0590093512834204,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI40,11.5,0.126313413,Frozen Foods,100.6358,OUT017,2007,2010.716,train,2,0.9275067641877222,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR37,16.5,0.066383907,Breakfast,180.4292,OUT045,2002,2189.1504,train,7,1.0350199128886333,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
FDS16,15.15,0.066279832,Frozen Foods,147.876,OUT049,1999,4540.756,train,10,1.1426276168666278,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT15,12.15,0.042681522,Meat,184.295,OUT046,1997,2014.045,train,12,0.8747287953252469,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL32,15.7,0.0,Fruits and Vegetables,112.4544,OUT013,1987,1230.3984,train,22,0.0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB39,11.6,0.038736838,Dairy,55.8272,OUT017,2007,1454.1072,train,2,0.9275067564988756,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX40,12.85,0.098910759,Frozen Foods,37.6164,OUT013,1987,308.9312,train,22,0.9577633394515682,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
DRD13,15.0,0.049178998,Soft Drinks,65.6168,OUT045,2002,639.168,train,7,1.0010958920575777,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ43,11.0,0.057011062,Fruits and Vegetables,241.9512,OUT013,1987,2908.2144,train,22,0.9982383395713277,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
DRM59,5.88,0.003589104,Hard Drinks,155.5998,OUT013,1987,1691.7978,train,22,0.9215224589949224,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCZ18,7.825,0.0,Household,253.4698,OUT017,2007,6849.0846,train,2,0.0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
FDH52,12.792854228644991,0.043690499,Frozen Foods,60.2194,OUT027,1985,1733.7432,train,24,0.9540786385040602,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
FDM25,10.695,0.10154201,Breakfast,173.7712,OUT010,1998,175.7712,train,11,1.604702888077416,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
